Gene	Alias
RNF165	ARKL2,RNF111L2,Ark2C
ZNF554	FLJ34817
TMEM119	OBIF
RNF115	ZNF364,CL469780
EEPD1	KIAA1706
ADH5	GSNOR,ADHX,ADH-3,FDH
PRKAA2	AMPKa2,AMPK,PRKAA
FHIT	FRA3B,AP3Aase
LRTOMT	LRRC51,LRTOMT2,CFAP111,LRTOMT1,DFNB63,COMT2
T	TBXT
MT1A	MT1S,MT1
PRKAG2	WPWS,AAKG2,AAKG,CMH6,H91620p
RLN3	RXN3,H3,ZINS4
LUC7L2	hLuc7B2,CGI-59,FLJ10657,H_NH0792N18.3,LUC7B2,CGI-74
NMUR2	NMU2R
STX8	CARB
ENY2	FLJ20480,Sus1,DC6
SUPT20H	bA421P11.4,P38IP,SPT20,C13orf19,FAM48A
ZFP2	FLJ21628,ZNF751
C1orf162	MGC24133
C18orf42	AKAIN1
RAB11FIP4	KIAA1821,RAB11-FIP4,MGC11316,FLJ00131
UBLCP1	CPUB1,MGC10067
FAM43A	FLJ90022
PROK2	MIT1,BV8,PK2,KAL4
CAMKV	MGC8407,VACAMKL
TMEM91	IFITMD6,FLJ27310,DSPC3
TRIM63	RNF28,SMRZ,IRF,MURF-1
HYI	HT036
CELA3B	ELA3B,CBPP
FBXO34	Fbx34,FLJ20725
R3HDML	dJ881L22.3
SOX3	PHP
NDST3	HSST3
NDUFA8	MGC793,PGIV
FAM156B	TMEM29B
NFIL3	E4BP4,NFIL3A,NF-IL3A,IL3BP1
C19orf53	LYDG10,HSPC023
MT1HL1	MT1P2
PDE6C	ACHM5,PDEA2,COD4
GBF1	ARF1GEF,KIAA0248
PHACTR4	FLJ13171,PPP1R124
KIR3DL2	nkat4b,nkat4,cl-5,CD158K,nkat4a
NUCB1	Calnuc,NUC
RPL13	D16S444E,BBC1,L13
CD24	CD24A
NFKBIE	IKBE
LGMN	LGMN1,PRSC1
NEO1	HsT17534,IGDCC2,NGN,NTN1R2
ASH1L	KMT2H,ASH1,huASH1,ASH1L1
IVD	ACAD2
KRTAP9-3	KAP9.3
GLYATL2	BXMAS2-10,MGC24009
BEND3	KIAA1553
PPAP2B	PLPP3
EDA2R	EDAA2R,XEDAR,EDA-A2R,TNFRSF27
LY6G5C	G5c,C6orf20,NG33
ITGB3	GPIIIa,GP3A,CD61
CT47A3	CT47.3
DPY30	HDPY-30,Cps25,Saf19
RNF19A	RNF19,DKFZp566B1346,dorfin
GNA12	gep
PIWIL2	CT80,HILI,FLJ10351,Mili
TNFRSF18	GITR,CD357,AITR
EGR3	PILOT
PLEKHF2	ZFYVE18,PHAFIN2,FLJ13187
H2BFWT	H2BW1
USP53	KIAA1350
FRZB	FRITZ,hFIZ,FRP-3,FRZB1,SRFP3,SFRP3,FZRB,FRZB-PEN,FRE,FRZB-1
GPR65	hTDAG8,TDAG8
RBM34	KIAA0117
CTAG1A	ESO1,LAGE2A
NCAPH2	hCAP-H2,384D8-2,CAP-H2
DIRAS1	GBTS1,Di-Ras1,RIG
WDR72	FLJ38736
C11orf45	MGC35558,FLJ43646
NOP14	NOL14,UTP2,C4orf9,RES4-25
TFE3	bHLHe33,TFEA
CYGB	HGB,STAP
MCF2L2	KIAA0861,ARHGEF22
C11orf87	LOC399947,NEURIM1,LOH11CR1A
KLF10	EGRA,TIEG1,TIEG
ARHGAP6	rhoGAPX-1
ZNHIT1	H_DJ0747G18.14,CG1I,ZNFN4A1
SCNN1B	ENaCbeta
CALHM3	FAM26A,bA225H22.7
TMEM158	p40BBp,RIS1
RIT2	RIBA,RIN
MARVELD2	DFNB49,TRIC,FLJ30532,MRVLDC2
EMD	STA,LEMD5
C3orf62	FLJ43654
ZBED9	KIAA1925,SCAND3,ZNF452,ZFP38-L,FLJ31087,Buster4,ZNF305P2
C17orf99	GLPG464,UNQ464
CACNA1A	MHP,HPCA,Cav2.1,APCA,MHP1,EA2,SCA6,CACNL1A4,FHM
RHOBTB2	KIAA0717,DBC2
CETN1	CEN1,CETN
BAZ2B	WALp4
DDX26B	INTS6L
ZC3H15	LEREPO4
MVP	VAULT1,LRP
ESPL1	ESP1,KIAA0165,SEPA
TMEFF1	CT120.1,H7365,C9orf2
LRRC32	GARP,D11S833E
ELOVL3	CIG-30
SERP1	RAMP4,FLJ43424
S100A6	CACY,PRA,2A9,CABP
POTEM	P704P,POTE14beta,ACT
PCOLCE	PCPE1,PCPE
NOM1	PPP1R113,C7orf3,SGD1
LRP12	FLJ12929,ST7
ATP5H	ATP5PD
SGCD	CMD1L,LGMD2F,DAGD
SERTAD4	DJ667H12.2
NLE1	NLE,FLJ10458
POLR2I	RPB9,hRPB14.5
FNTB	FPTB
H2AFV	H2AZ2,H2AV
ASXL2	KIAA1685,ASXH2,FLJ10898
MYBPC1	ssMyBP-C
PSG2	PSGGB,PSG1,PSBG2,CEA
RSPH9	MRPS18AL1,CILD12,C6orf206,FLJ30845
CCDC116	FLJ36046
STK31	TDRD8,SgK396
TRAF2	TRAP3,RNF117
CHD6	RIGB,dJ620E11.1,CHD5,FLJ22369,KIAA1335
WDR24	JFP7,C16orf21,DKFZp434F054
ANXA13	ANX13
TMEM40	FLJ11036
ARHGEF6	KIAA0006,MRX46,αPix,alphaPIX,Cool-2,Cool2,alpha-PIX
MSC	ABF-1,bHLHa22
RNASE1	RAC1,RNS1
HES4	bHLHb42
REG1A	PSP,PTP,REG,PSPS1,PSPS
ITGA6	CD49f
DNAL1	MGC12435,1700010H15RiK,CILD16,C14orf168
CRELD2	MGC11256
PGM5	PGMRP
FBXL5	FBL5,FBL4,FLR1
TSGA10	CT79,CEP4L
ATG5	ASP,APG5,APG5L,hAPG5
RBM43	FLJ45645,C2orf38
ERH	DROER
PEMT	PEMT2,PEMPT
GSAP	LOC54103,PION
REPIN1	RIP60,AP4,H_DJ0584D14.12,ZNF464,Zfp464
MFI2	MELTF
WDFY1	FENS-1,WDF1,KIAA1435,ZFYVE17
SPEM1	FLJ40081,C17orf83
C16orf74	MGC17624
CLIC4	huH1,CLIC4L,P64H1,DKFZP566G223,H1,p64H1
ATP5G3	ATP5MC3
PRPF8	SNRNP220,Prp8,PRPC8,RP13,hPrp8
SLC5A7	CHT1,hCHT
DPAGT1	GPT,DPAGT2,D11S366,DPAGT,ALG7,CDG-Ij,DGPT
ADAMTS4	ADAMTS-2,KIAA0688,ADMP-1
ELOVL5	dJ483K16.1,HELO1,SCA38
TUBB8P12	TUBB8B
ZNF490	KIAA1198
FITM1	FIT1
C2orf73	FLJ40298
OLFM3	NOE3
MRPL39	L39mt,PRED66,MRP-L5,MGC3400,FLJ20451,C21orf92,MSTP003,RPML5,PRED22,MGC104174
MROH2B	HEATR7B2,FLJ40243,DKFZp781F0822
ABCC5	SMRP,MRP5,EST277145,MOAT-C
ATF6B	CREBL1,G13
YIPF3	KLIP1,FinGER3,dJ337H4.3,C6orf109,DKFZp566C243
HEATR9	FLJ32830,C17orf66
C6orf203	MTRES1
CACNA1B	CACNN,CACNL1A5,Cav2.2
ANKRD20A2	ANKRD20A2P
TMEM5	RXYLT1
ELP3	FLJ10422,KAT9
CABP5	CaBP3,CABP3
MPEG1	MPG1
ZNF816	ZNF816A
FDX1	FDX,ADX
SLC26A2	DTDST,DTD
PRKCZ	PKC2
PSMB2	HC7-I
CCDC90B	MDS011,MDS025
TRPV2	VRL,VRL1,VRL-1
SYCN	SYL,INSSA1,FLJ27441
GRTP1	TBC1D6,FLJ22474
ATM	ATDC,TEL1,ATA,TELO1,ATC,ATD
TUT1	TUTase,FLJ22347,TENT1,PAPD2,FLJ21850,FLJ22267,RBM21
MEP1A	PPHA
NUDT12	DKFZP761I172
EMC3	TMEM111
FAM219B	FLJ00005,C15orf17
PPP6R1	KIAA1115,SAP190,SAPS1
CHN2	RhoGAP3,ARHGAP3
ZNF286B	ZNF286L,ZNF590,ZNF286C
DOK6	DOK5L,MGC20785,HsT3226
TOR3A	ADIR2,FLJ22345,ADIR
PDE6A	RP43,PDEA
AP5M1	MUDENG,C14orf108,FLJ10813,MuD,mu5
GCHFR	GFRP,HsT16933
PLLP	PMLP,TM4SF11
ELAVL2	HEL-N1,HuB
SNX8	Mvp1
TMEM110	STIMATE
TRMT112	HSPC152,HSPC170,hTrm112,TRM112,TRMT11-2
SEMA3E	M-SemaK,coll-5,SEMAH,KIAA0331
GPR126	ADGRG6
ERP29	PDI-DB,C12orf8,ERp28,PDIA9,ERp31
TRAF4	RNF83,CART1,MLN62
TRMT6	GCD10,CGI-09,MGC5029,Gcd10p
ENPP6	MGC33971
CDC42EP4	MGC17125,CEP4,BORG4,MGC3740,KAIA1777
CCR7	BLR2,CMKBR7,CD197,CDw197,EBI1
BLZF1	JEM-1
KRTAP4-16P	KRTAP4P1,KRTAP4-16
KIAA0895L	LOC653319
TFEB	TCFEB,bHLHe35
XXYLT1	FLJ35155,C3orf21
TSPAN13	TM4SF13,NET-6
INTS6	DDX26A,INT6,DDX26,HDB,DBI-1,DICE1,Notchl2
SLC44A2	CTL2
RABGAP1	GAPCenA,TBC1D11
CDC42EP5	CEP5,Borg3
MLNR	GPR38
DCUN1D5	FLJ32431,MGC2714
UNC45A	SMAP-1,GC-UNC45
ALLC	ALC
VCX3A	VCX-A,VCX3,VCX-8r,VCX-8R
SH3GL3	SH3D2C,EEN-B2,CNSA3,SH3P13,HsT19371
SESTD1	Solo,DKFZp434O0515
CIB1	SIP2-28,CIB,KIP
ARFGEF2	BIG2
HIST1H2AJ	H2AC14,H2AFE
CDC42	CDC42Hs,G25K
FAM13C	FAM13C1
NR4A1	TR3,NGFIB,N10,GFRP1,NAK-1,NUR77,HMR
PCP4	PEP-19
RRM2	C2orf48,FLJ25102
TMED8	FAM15B
SLC22A24	MGC34821,NET46
ABHD16A	BAT5,NG26,D6S82E
TDRD1	CT41.1
CWC25	CCDC49,FLJ20291
LILRA4	CD85g,ILT7
CASP6	MCH2
RAB3IP	RABIN3,RABIN8,FLJ22548
C3orf33	AC3-33,FLJ31139
RGS1	IR20,IER1,1R20,BL34
CHMP6	FLJ11749,VPS20
LMLN	Msp,LMNL1,Gp63
PLEKHD1	UPF0639
CRYM	DFNA40
UBFD1	UBPH,FLJ38870,FLJ42145
EXOC2	Sec5p,FLJ11026,SEC5L1
RRP7A	Rrp7,CGI-96
ZNF28	DKFZp781D0275,KOX24
TRIM67	TNL
ZNF19	MGC51021,KOX12
HSPB8	E2IG1,HSP22,H11,CMT2L
ZBTB22	ZNF297A,fru,ZBTB22A,fruitless,BING1,ZNF297
CSF2RA	alphaGMR,CD116,CSF2R
COL4A3BP	CERT1
BTBD7	FLJ10648,FUP1
DRAM2	WWFQ154,RP5-1180E21.1,TMEM77,MGC54289,PRO180
ADAM11	MDC
JMJD4	FLJ12517
CCRL2	CKRX,ACKR5,HCR,CRAM-A,CRAM-B
CREBBP	KAT3A,CBP,RTS,RSTS
NAA50	MAK3,NAT13,San,NAT5,FLJ13194
AFF1	PBM1,AF-4,MLLT2,AF4
EBF2	FLJ11500,COE2
STX3	STX3A
ZNF492	ZNF115,KIAA1473
IQCA1	DRC11,IQCA,FLJ22527
NELFB	KIAA1182,COBRA1,NELF-B
OR7G2	OST260
PVRIG	C7orf15,CD112R,MGC2463
RTN1	NSP
LPO	SPO
EBF3	COE3,DKFZp667B0210
SIGLEC8	SAF2,SIGLEC8L,MGC59785,SIGLEC-8
PLXNB2	PLEXB2,KIAA0315,MM1
TMEM170A	FLJ37611,TMEM170
SDAD1	FLJ10498
FBXL18	FLJ11467,Fbl18
NFATC1	NFAT2,NF-ATC,NFATc
C15orf41	CDIN1
TPBG	5T4,5T4-AG
PIK3R6	HsT41028,FLJ34500,p87PIKAP,C17orf38
ZNF674	MRX92,ZNF673B
LZTS3	ProSAPiP1,KIAA0552
GSX1	GSH1,Gsh-1
MYH11	SMHC,SMMHC
C11orf44	LINC02873
GSG2	HASPIN
OGDHL	FLJ10851
ERO1L	ERO1A
CENPM	Pane1,MGC861,C22orf18,CENP-M
RPA4	HSU24186
ZDHHC8	ZNF378,KIAA1292
SLC25A4	PEO2,T1,PEO3,ANT1
RNF144B	IBRDC2,bA528A10.3,P53RFP
RASA3	GAP1IP4BP,GAPIII
EID2B	EID-3,FLJ38944
GCNT7	dJ1153D9.2,C20orf105
C1orf115	FLJ14146,RDD1
ZNF211	CH2H2-25,ZNF-25
NKX2-8	NKX2.8,NKX2H,Nkx2-9
DEPTOR	FLJ12428,DEP.6,DEPDC6
TSTD1	KAT
IFT81	CDV1,CDV-1R,MGC4027
GIPC1	SYNECTIN,C19orf3,SEMCAP,GLUT1CBP,TIP-2,Hs.6454,GIPC,RGS19IP1,NIP
SMPDL3A	yR36GH4.1,ASM3A,ASML3a,FLJ20177
TOMM70A	TOMM70
UXT	ART-27,STAP1
SMIM3	C5orf62,MSTP150,NID67
CACNG4	MGC24983,MGC11138
PSAP	SAP2,GLBA,SAP1
CDC26	C9orf17,ANAPC12,APC12
SERPINF2	API,ALPHA-2-PI,A2AP,AAP,PLI
TIMELESS	TIM,TIM1,hTIM
TMEM185B	FAM11B,FLJ20979
ERCC3	BTF2,RAD25,XPB
DUOXA1	NUMBIP,NIP,FLJ32334,mol
KCNAB1	hKvb3,hKvBeta3,KCNA1B,AKR6A3,Kvb1.3
C4A	C4,C4B,C4A4,C4A3,RG,C4S,CO4,C4A6,CPAMD2,C4A2
TACR1	SPR,NK1R,NKIR,TAC1R
CDKN2C	INK4C,p18
SNRPD1	Sm-D1,HsT2456,SNRPD
PLEK	P47
BCORL1	FLJ11362,CXorf10
GSDMD	GSDMDC1,DF5L,FLJ12150
SPACA7	C13orf28
SLC16A14	FLJ30794,MCT14
DNAJC14	DRIP78,DNAJ,LIP6,HDJ3,FLJ32792
LGALS7	PIG1,TP53I1,GAL7,LGALS7A
RRBP1	ES/130,hES
GPN1	MBDIN,ATPBD1A,NTPBP,RPAP4,XAB1
C4orf33	FLJ33703
PTPRR	PCPTP1,PTPBR7,PTPRQ,EC-PTP,PTP-SL
GRIK2	GluK2,MRT6,GLUR6
E2F2	E2F-2
SEPT9	SEPTIN9,MSF
SPINT3	HKIB9
SERPINB12	YUKOPIN
CALM3	PHKD
LILRB5	CD85c,LIR8,LIR-8
MSX1	OFC5,HYD1,HOX7
PLK4	Sak,STK18
DDX19A	FLJ11126,DDX19L
PSMD9	Rpn4,p27
KIAA1598	SHTN1
BCAR3	AND-34,NSP2,SH2D3B
SLC2A9	URATv1,Glut9,GLUTX
PCDHGB2	PCDH-GAMMA-B2
PPP2R5A	B56alpha,PR61A,B56A
SRRM1	MGC39488,SRM160,POP101
RB1	OSRC,RB,PPP1R130
RASGEF1A	FLJ37817,CG4853
DNAH10	FLJ43808
PEX10	RNF69
F13B	FXIIIB
FYTTD1	DKFZp761B1514,UIF
DZIP3	PPP1R66,hRUL138
AGAP5	Em:AC073389.1,CTGLF2
CD300A	IRC2,IGSF12,IRC1,Irp60,CMRF35H,CMRF-35-H9
CCDC122	FLJ31846
SPP2	SPP24
DDX39A	DDXL,DDX39,URH49,BAT1L
ARRDC4	FLJ36045
CBR1	CBR,SDR21C1
ARIH1	UBCH7BP,HARI,HHARI,ARI
PLEKHF1	ZFYVE15,MGC4090,APPD,PHAFIN1
C14orf180	NRAC,C14orf77
IFNAR2	IFNABR
MAPRE3	RP3,EB3
CHRDL1	CHL,MGC1,NRLN1
LILRB3	ILT5,LIR3,LIR-3,PIRB,PIR-B,CD85a,HL9
PRR5L	FLJ14213,PROTOR-2
PI4KB	PI4K-BETA,pi4K92,PIK4CB
IL16	FLJ42735,HsT19289,LCF,prIL-16,FLJ16806,IL-16
MCM6	Mis5
SIGLEC9	CD329
FRMPD2	PDZK5C,MGC35285,PDZD5C
PITPNA	VIB1A,PITPN
ARTN	NBN,ENOVIN,EVN
AADAC	DAC,CES5A1
NPW	PPL8
PARP3	hPARP-3,ADPRTL3,IRT1,pADPRT-3,ADPRT3,ARTD3
ENTPD3	CD39L3,NTPDase-3,HB6
PIGX	FLJ20522
ULBP3	RAET1N
LIN28B	FLJ16517,CSDD2
CGA	TSHA,HCG,GPHa,FSHA,GPA1,LHA,GPHA1
ZNF701	FLJ10891
NUP62CL	FLJ20130
RTCA	RPC,RTCD1,RTC1
KLHL15	KIAA1677
APAF1	CED4,APAF-1
KDELC1	POGLUT2
GEMIN6	FLJ23459
FAM45A	DENND10
ARL13A	ARL13
IQSEC2	IQ-ArfGEF,MRX18,BRAG1,KIAA0522,MRX1,MRX78
CHST10	HNK-1ST
OLAH	FLJ11106,THEDC1,SAST
CYP4X1	MGC40051
KRT79	KRT6L,K6L
ARPC5	p16-Arc,ARC16,dJ127C7.3
TMEM27	CLTRN
OAZ1	OAZ,MGC138338,AZI,AZ1
TCF12	HsT17266,p64,bHLHb20,HEB,HTF4
RBM10	GPATC9,GPATCH9,DXS8237E,S1-1,KIAA0122,ZRANB5
CXCL11	SCYB9B,I-TAC,SCYB11,IP-9,H174,b-R1
NPC2	HE1,EDDM1,NP-C2
ZCCHC18	PNMA7B,SIZN2
LRRC10	LRRC10A,HRLRRP
HRG	HRGP,HPRG
ZNF174	ZSCAN8
HSPE1	CPN10,EPF,GroES,HSP10
ALX4	FPP,PFM2,KIAA1788,PFM
ACE	DCP1,CD143,ACE1
SRSF5	HRS,SFRS5,SRP40
LEPROT	FLJ90360,VPS55,OB-RGRP,OBRGRP
SLC30A10	ZRC1,DKFZp547M236,ZNT8,ZnT-10
CASQ1	CASQ,PDIB1
UTP3	SAS10,FLJ23256,CRLZ1,DKFZp761F222
FAM180B	LOC399888
LCE1C	LEP3
VPS54	HCC8,PPP1R164
AGFG1	RAB,RIP,HRB
HM13	PSL3,dJ324O17.1,IMP1,PSENL3,IMPAS,SPPL1,H13,SPP
HPGDS	H-PGDS,GSTS1-1,GSTS,GSTS1,PGD2,PGDS
CFL2	NEM7
HHAT	rasp,GUP2,MART-2,sit,Skn,ski,FLJ10724,MART2
DYNAP	C18orf26,FLJ39106
DDX60L	FLJ31033
SFT2D1	C6orf83,pRGR1,MGC19825
SNAI2	SLUG,SNAIL2,SLUGH,SLUGH1
SFXN5	BBG-TCC,SLC56A5
SMAD6	MADH6,HsT17432,MADH7
HSD17B12	SDR12C1,KAR
B3GNT5	beta3Gn-T5,B3GN-T5
MPDZ	MUPP1
C19orf44	FLJ21742
EFCAB11	C14orf143
TTC38	FLJ20699
ATP6V0A2	TJ6M,a2,ATP6N1D,Stv1,TJ6s,Vph1,TJ6,J6B7,ATP6a2
H2AFB3	H2AFB,H2AB3
WFDC10B	WAP12
CTBP2	ribeye
APOL6	APOLVI,APOL-VI
RAG1	MGC43321,RNF74
RBM6	NY-LU-12,DEF-3,g16,DEF3,3G2
THRSP	S14,LPGP1,THRP,SPOT14,Lpgp
RPUSD3	MGC29784
ZNF57	ZNF424
TBX10	TBX13,TBX7
EBI3	IL35B,IL27B
GZMA	HFSP,CTLA3
PGRMC2	PMBP,DG6
NDUFB6	B17,CI
PHIP	DCAF14,WDR11,ndrp,BRWD2,FLJ20705
GPR56	ADGRG1
ETFDH	ETFQO
METTL10	EEF1AKMT2,C10orf138
ASL	ASAL
RRAD	REM3,RAD
PRAMEF5	PRAMEF23,PRAMEF5L
NEK10	FLJ32685
HOMER1	SYN47,HOMER-1B,Ves-1
MAU2	MAU2L,MGC75361,SCC4,KIAA0892,mau-2
ST6GAL1	SIAT1
HMHB1	HB-1,HB-1Y
TEAD1	TEF-1,TCF13,AA
RSPH3	RSHL2,dJ111C20.1,RSP3
TMPRSS4	TMPRSS3,MT-SP2
WASF1	SCAR1,KIAA0269,WAVE,WAVE1
TSTA3	GFUS
TMEM155	FLJ30834
DNAJB14	FLJ14281
TPTE2	TPIP
AKT3	RAC-gamma,PRKBG,PKBG
TUBB8	bA631M21.2
EPRS	EPRS1,QPRS,QARS
SLC38A6	NAT-1
CCNI	CCNI1
SLAMF9	SF2001,CD84-H1,CD2F-10
TCN1	TC1,TCI
TBC1D9B	KIAA0676,GRAMD9B
SLC10A7	DKFZp313H0531,DKFZp566M114,C4orf13,MGC25043,DKFZp779O2438
PTGR2	ZADH1,FLJ39091
SCN3B	HSA243396
TMA16	C4orf43,FLJ11184
RET	MEN2B,HSCR1,MEN2A,MTC1,RET51,CDHR16,PTC,CDHF12
GAB2	KIAA0571
NAA11	ARD2,hARD2,ARD1B
ADCYAP1	PACAP
DPM1	CDGIE,MPDS
USP11	UHX1
ANAPC16	APC16,bA570G20.3,C10orf104,CENP-27,FLJ33728
KRT33B	KRTHA3B,Ha-3II
COX4I1	COX4,COX4-1
ZNF696	FLJ14129
FOXE1	TTF-2,FOXE2,TITF2,FKHL15,HFKH4
OR1N1	OR1N3,OR1-26
GLIPR1	GliPR,RTVP1
PSG5	PSG,FL-NCA-3
C3orf17	NEPRO
PDPR	PDP3
PRB3	PRG
HIST3H2A	H2AW
BMP6	VGR,VGR1
SNTA1	LQT12,SNT1,TACIP1
ICOSL	ICOSLG
FADS3	LLCDL3,CYB5RP
HECTD1	KIAA1131
CEP250	C-NAP1,CEP2
FRG2	FRG2A
MAPK6	ERK3,p97MAPK,HsT17250,PRKM6
OR2AG1	OR2AG3
GLYCTK	HBEBP2,HBEBP4
GAPDHS	GAPD2,GAPDH-2,GAPDS
ASIC3	DRASIC,TNaC1,ACCN3
C16orf71	FLJ43261,DKFZp686H2240
NUP107	NUP84
CCDC102B	FLJ23594,C18orf14,ACY1L,HsT1731,AN
ZFAT	ZFAT1,ZNF406,KIAA1485
NHLH2	NSCL2,HEN2,bHLHa34
RXFP1	LGR7,RXFPR1
ASB10	GLC1F
ITM2C	ITM3,BRI3,hRPC.1050_D_4,E25,BRICD2C
TSR3	MGC24381,C16orf42
L3HYPDH	C14orf149,FLJ25436
PDK2	PDHK2
FAM127A	RTL8C,CXX1
TBC1D16	MGC25062,FLJ20748
BBS5	DKFZp762I194
TNP2	TP2
PPDPF	C20orf149,exdpf,dJ697K14.9
C1orf87	CREF,MGC34837
ZNF524	MGC23143
DNAI2	CILD9,DIC2
GTPBP10	OBGH2,FLJ38242,DKFZP686A10121
ICAM5	TLN,TLCN
LIN7B	VELI2,MALS-2,LIN-7B
GSTM3	GST5
IRX5	IRX-2a
AKAP8L	HAP95,NAKAP95
KCNE4	MiRP3
OGFRL1	dJ331H24.1
TMEM223	MGC3196
EIF1AX	eIF-4C,EIF4C,EIF1A,eIF-1A
CCP110	CP110,KIAA0419
IGLON5	LOC402665
ZBTB2	bA351K16.2,ZNF437,KIAA1483
C19orf35	PEAK3
LIPK	LIPL2,bA186O14.2
MEIOB	C16orf73,MGC35212
HIST1H2AA	H2AC1
PMM2	CDGS,CDG1a,CDG1,PMI,PMI1
RERG	MGC15754
ARHGEF37	FLJ41603
MEA1	MEA
SETD1A	KMT2F,Set1,KIAA0339
C15orf53	LINC02694
SPATA24	T6441,CCDC161
STS	ARSC1,ARSC
OR1L3	OR9-D
RHBG	SLC42A2
EPC1	Epl1
MACROD1	LRP16
POU2F2	OTF2,OCT2
RHOC	ARH9,ARHC
SLC9A9	NHE9,FLJ35613
KLHL28	BTBD5,FLJ20081
NHP2L1	SNU13,SSFA1
DSPP	DGI1,DMP3,DFNA39
MT-ND4L	NAD4L,MTND4L,ND4L
SLC40A1	MTP1,SLC11A3,HFE4,IREG1,FPN1
PCDH11X	PCDH11,PCDHX,PPP1R119,PCDH-X
RTL1	Mar1,HUR1,SIRH2,PEG11,MART1
C11orf53	MGC50104
C15orf26	CFAP161
OR10A5	OR10A1,JCG6,OR11-403
IQCK	FLJ36575,MGC35048
ZNF215	ZSCAN43,ZKSCAN11
MIPEP	MIP
SKIDA1	FLJ45187,C10orf140
MBOAT1	LPEAT1,OACT1,dJ434O11.1,MGC44669
NAGK	GNK
TVP23A	FAM18A,YDR084C
SLITRK1	LRRC12,KIAA1910
ACSM1	MACS1,BUCS1
LRRC1	dJ523E19.1,FLJ11834,LANO,FLJ10775
ZNF346	JAZ,Zfp346
ACSL1	LACS2,ACS1,FACL2,LACS,FACL1,LACS1
FOCAD	FLJ20375,KIAA1797
FAM207A	PRED56,C21orf70
PRRT1	C6orf31,DSPD1,NG5,IFITMD7
EDN1	ET1
CREB3L4	CREB3,ATCE1,hJAL,AIbZIP,CREB4
BEND5	C1orf165,FLJ11588
TMEM126B	HT007
LINGO2	LERN3,LRRN6C
CCDC141	CAMDI,FLJ39502
ZNF608	DKFZp434M098,NY-REN-36,KIAA1281
FCGRT	alpha-chain,FCRN
EVA1B	C1orf78,FLJ10647,FAM176B
HOPX	NECC1,HOP,OB1,LAGY,SMAP31
NAGLU	NAG
BTAF1	TAFII170,MOT1,TAF(II)170,TAF-172,TAF172
DTX1	RNF140,hDx-1
ITIH1	H1P,ITIH,IATIH
MZF1	MZF-1,ZSCAN6,MZF1B,Zfp98,ZNF42
RAP2C	DKFZp313B211
AK7	CFAP75,FLJ32864,FAP75
DPCD	DKFZP566F084,RP11-529I10.4
SLC17A1	NAPI-1,NPT1
TRAF5	RNF84
NT5C2	cN-II,SPG65,SPG45,GMP,NT5B,PNT5
DTNA	DTN,D18S892E,DTN-3,DTN-1,DTN-2,DRP3
NMNAT1	NMNAT,PNAT1,LCA9
GCAT	KBL
RNPC3	KIAA1839,FLJ20008,SNRNP65,RBM40
TMEM71	FLJ33069
RTN2	NSPL1,SPG12,NSP2
KRTAP4-3	KAP4.3
VASH1	KIAA1036
OPRL1	NOPr,ORL1,NOCIR,OOR,KOR-3
LRRC19	FLJ21302
SH3PXD2A	KIAA0418,SH3MD1,FISH
SMS	MRSR,SpS,SRS,SPMSY
SCNM1	MGC3180
TAF9B	DN7,DN-7,TAFII31L,TFIID-31,TAF9L
ECHDC1	dJ351K20.2
WFIKKN2	WFDC20B,WFIKKNRP
PIKFYVE	PIP5K3,MGC40423,ZFYVE29,FAB1,PIP5K,KIAA0981,p235
KDM3B	KIAA1082,JMJD1B,C5orf7,NET22
ZNF436	Zfp46,KIAA1710
TKTL2	FLJ32975,DKFZP434L1717
RPL36AL	RPL36A
CDR1	CDR,CDR62A,CDR34
HNRNPCL1	HNRPCL1
LINGO1	LERN1,FLJ14594,LRRN6A
PPP1CA	PP-1A,PPP1A,PP1alpha,PP1A
RYR1	PPP1R137,MHS1,MHS,CCO,RYR
SLC16A4	MCT5,MCT4
RBM42	MGC10433
ZNF71	Cos26,EZFIT
SMIM19	C8orf40
TIMM23B	bA592B15.7
IL6R	CD126
MAP6D1	FLJ12748,SL21
PANK1	PANK1a,MGC24596,PANK,PANK1b
SLX4	KIAA1784,FANCP,KIAA1987,BTBD12
LTK	TYK1
REEP1	C2orf23,Yip2a,SPG31,FLJ13110
RCL1	RNAC,RPCL1
TRIML1	RNF209,FLJ36180
SLC39A10	KIAA1265,DKFZp564L2123,FLJ90515
COX6A1	COX6A
KIAA1045	PHF24
C20orf144	bclt,dJ63M2.6
STAT6	IL-4-STAT,D12S1644
CCNI2	FLJ16793
ENPP4	NPP4,KIAA0879,AP3Aase
CNTN5	hNB-2,NB-2
HNF1A	MODY3,HNF1,LFB1,TCF1
TSPYL5	KIAA1750
SH2B2	APS
PEAR1	JEDI,MEGF12,FLJ00193
KLHDC8A	FLJ10748
PEX5	PXR1,PTS1R
NRF1	ALPHA-PAL,EWG
THG1L	hTHG1,IHG-1,ICF45,FLJ11601,FLJ20546
PSMB3	HC10-II,MGC4147
EREG	ER
URGCP	KIAA1507,FLJ20654,DKFZp666G166,URG4,DKFZp686O0457
FBXW2	Fwd2,FBW2,Md6
ETHE1	HSCO,YF13H12
CRAT	CAT1
ZSCAN26	ZNF187,SRE-ZBP
HTR6	5-HT6R,5-HT6
ADCK3	CABC1,COQ8A
CALR3	MGC26577,FLJ25355,CRT2,CT93
LCE3E	LEP17
